objectSid;userPrincipalName;displayName;givenName;manager ;CN;DN;OU;SN;department;title;mail;mobilePhone;userAccountControl
01050000000000051500000007E53B2B782E9D139522F87F681C0000;test_user_name@horns_and_hooves.ru;Наталья Анатольевна;Наталья Анатольевна;;Наталья Анатольевна;CN=Наталья Анатольевна,OU=Технологический совет,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Позднякова;Технологический совет;Главный технолог направления ""Уход за волосами"";test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F043B0000;test_user_name@horns_and_hooves.ru;Наталия Владимировна;Наталия Владимировна;;Наталия Владимировна;CN=Наталия Владимировна,OU=Отдел разработки новых продуктов,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Пронина;Отдел разработки новых продуктов;по операциям;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F462B0000;test_user_name@horns_and_hooves.ru;Андрей Викторович;Андрей Викторович;CN=Валерий Викторович,OU=Дирекция информационных технологий,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Андрей Викторович;CN=Андрей Викторович,OU=Служба разработки и администрирования,OU=Дирекция информационных технологий,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Капленко;Служба разработки и администрирования;Руководитель службы разработки программного обеспечения и администрирования;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F06240000;test_user_name@horns_and_hooves.ru;Наталья Николаевна;Наталья Николаевна;CN=Ирина Александровна,OU=Отдел бюджетирования и финансового анализа,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Наталья Николаевна;CN=Наталья Николаевна,OU=Отдел бюджетирования и финансового анализа,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Катина;Отдел бюджетирования и финансового анализа;начальника отдела;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F463B0000;test_user_name@horns_and_hooves.ru;Оксана Александровна;Оксана Александровна;CN=Елена Николаевна,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Оксана Александровна;CN=Оксана Александровна,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Прилуцкая;Дирекция продаж;Директор по продажам направления ""Московский регион"";test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F33240000;test_user_name@horns_and_hooves.ru;Светлана Николаевна;Светлана Николаевна;CN=Елена Николаевна,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Светлана Николаевна;CN=Светлана Николаевна,OU=Бухгалтерия,OU=ООО Рога и Копыта Столица,OU=FL,DC=Рога и Копыта,DC=ru;;Павлова;Бухгалтерия;Главный бухгалтер;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F32240000;test_user_name@horns_and_hooves.ru;Любовь Васильевна;Любовь Васильевна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Любовь Васильевна;CN=Любовь Васильевна,OU=Финансовый отдел,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Королева;Финансовый отдел;финансового отдела;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F643B0000;;Launch IIS Process Account;;;IWAM_FL-SRV;CN=IWAM_FL-SRV,CN=Users,DC=Рога и Копыта,DC=ru;;;;;;;66080
01050000000000051500000007E53B2B782E9D139522F87FBF1B0000;;Internet Guest Account;;;IWAM_FILE-SRV2;CN=IWAM_FILE-SRV2,CN=Users,DC=Рога и Копыта,DC=ru;;;;;;;66080
01050000000000051500000007E53B2B782E9D139522F87FA2290000;test_user_name@horns_and_hooves.ru;Виктория Юрьевна;Виктория Юрьевна;CN=Нина Ремовна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Виктория Юрьевна;CN=Виктория Юрьевна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Федорова;массовых коммуникаций;Арт-директор;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F72330000;test_user_name@horns_and_hooves.ru;Елизавета Александровна;Елизавета Александровна;CN=Ольга Анатольевна,OU=Отдел рекламы и связей с общественностью,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Елизавета Александровна;CN=Елизавета Александровна,OU=Отдел рекламы и связей с общественностью,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Прайор;Отдел рекламы и связей с общественностью;Digital Арт-директор отдела рекламы и связей с общественностью;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87FD22D0000;test_user_name@horns_and_hooves.ru;Галина Николаевна;Галина Николаевна;CN=Владислав Андреевич,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Галина Николаевна;CN=Галина Николаевна,OU=Административно-управленческий персонал,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Исаченко;Административно-управленческий персонал;по персоналу;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F4A3B0000;test_user_name@horns_and_hooves.ru;Игорь Витальевич;Игорь Витальевич;CN=Михаил Николаевич,OU=Группа разработки Партнер,OU=Отдел разработки программного обеспечения,OU=Служба разработки и администрирования,OU=Дирекция информационных технологий,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Игорь Витальевич;CN=Игорь Витальевич,OU=Группа разработки Партнер,OU=Отдел разработки программного обеспечения,OU=Служба разработки и администрирования,OU=Дирекция информационных технологий,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Чернявский;разработки Партнер;Ведущий дизайнер;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F882D0000;test_user_name@horns_and_hooves.ru;Геннадий Алексеевич;Геннадий Алексеевич;CN=Ирина Борисовна,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Геннадий Алексеевич;CN=Геннадий Алексеевич,OU=Инженерная служба,OU=Производство,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Харламов;Инженерная служба;Специалист по информационным системам;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F272B0000;test_user_name@horns_and_hooves.ru;Марина Ивановна;Марина Ивановна;CN=Татьяна Станиславовна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Марина Ивановна;CN=Марина Ивановна,OU=Бухгалтерия,OU=Финансовая дирекция,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Бадикова;Бухгалтерия;Зам.главного бухгалтера;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87FC52D0000;test_user_name@horns_and_hooves.ru;Наталья Эдуардовна;Наталья Эдуардовна;CN=Татьяна Андреевна,OU=Отдел маркетинговых исследований,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Наталья Эдуардовна;CN=Наталья Эдуардовна,OU=Отдел разработки новых продуктов,OU=Департамент косметики и парфюмерии,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Эшкинина;Отдел разработки новых продуктов;Ведущий менеджер по продукту;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F772D0000;test_user_name@horns_and_hooves.ru;Эмилия Владимировна;Эмилия Владимировна;CN=Елена Николаевна,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Эмилия Владимировна;CN=Эмилия Владимировна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Коврижкина;Отдел сервисной поддержки консультантов;Координатор по поддержке пунктов выдачи;test_user_name@horns_and_hooves.ru;;66048
01050000000000051500000007E53B2B782E9D139522F87F20240000;test_user_name@horns_and_hooves.ru;Татьяна Вениаминовна;Татьяна Вениаминовна;CN=Елена Николаевна,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Татьяна Вениаминовна;CN=Татьяна Вениаминовна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Паюсова;Отдел сервисной поддержки консультантов;Руководитель отдела сервисной поддержки консультантов;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F652D0000;test_user_name@horns_and_hooves.ru;Инна Викторовна;Инна Викторовна;CN=Татьяна Вениаминовна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Инна Викторовна;CN=Инна Викторовна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Локтионова;Отдел сервисной поддержки консультантов;Координатор по поддержке ИП;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87FF8290000;test_user_name@horns_and_hooves.ru;Ольга Валерьевна;Ольга Валерьевна;CN=Татьяна Вениаминовна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Ольга Валерьевна;CN=Ольга Валерьевна,OU=Отдел сервисной поддержки консультантов,OU=Дирекция продаж,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Чернышева;Отдел сервисной поддержки консультантов;Менеджер группы по обратной связи;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F9C2D0000;test_user_name@horns_and_hooves.ru;Роман Васильевич;Роман Васильевич;CN=Михаил Михайлович,OU=ОСП Базисный склад г.Домодедово,OU=Базисный склад,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Роман Васильевич;CN=Роман Васильевич,OU=Базисный склад,OU=Дирекция логистики,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Лазутин;Базисный склад;Начальник участка;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F50240000;test_user_name@horns_and_hooves.ru;Нина Ремовна;Нина Ремовна;CN=Алла Владимировна,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Нина Ремовна;CN=Нина Ремовна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Попова;массовых коммуникаций;Начальник отдела;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F71330000;test_user_name@horns_and_hooves.ru;Наталья Андреевна;Наталья Андреевна;CN=Нина Ремовна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;Наталья Андреевна;CN=Наталья Андреевна,OU=Отдел массовых коммуникаций,OU=Департамент маркетинга и планирования,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Бондарева;массовых коммуникаций;Специалист по массовым коммуникациям;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F05250000;test_user_name@horns_and_hooves.ru;Илья Сергеевич;Илья Сергеевич;;Илья Сергеевич;CN=Илья Сергеевич,OU=Инвестиционный департамент,OU=ОАО Рога и Копыта,OU=FL,DC=Рога и Копыта,DC=ru;;Пушкин;Инвестиционный департамент;Руководитель проектов;test_user_name@horns_and_hooves.ru;+7 (000) 123-45-67;66048
01050000000000051500000007E53B2B782E9D139522F87F362A0000;test_user_name@horns_and_hooves.ru;SPSetup;SPSetup;;SPSetup;CN=SPSetup,OU=Point,OU=Cloud,DC=Рога и Копыта,DC=ru;;;;;;;66048
01050000000000051500000007E53B2B782E9D139522F87F3B2A0000;test_user_name@horns_and_hooves.ru;SPService;SPService;;SPService;CN=SPService,OU=Point,OU=Cloud,DC=Рога и Копыта,DC=ru;;;;;;;66048
